"age","job","marital","education","default","balance","housing","loan","contact","month","duration","campaign","pdays","previous","poutcome","y"
45,"blue-collar","divorced","primary","no",-311,"yes","no","unknown","may",1030,1,-1,0,"unknown","yes"
38,"entrepreneur","married","secondary","no",593,"yes","yes","cellular","jul",1484,24,-1,0,"unknown","yes"
32,"blue-collar","married","secondary","no",759,"yes","no","cellular","apr",317,5,-1,0,"unknown","yes"
70,"retired","divorced","primary","no",4531,"no","no","cellular","may",445,1,-1,0,"unknown","no"
65,"retired","divorced","primary","no",1840,"no","no","cellular","jun",383,2,188,5,"failure","no"
56,"blue-collar","married","secondary","no",345,"yes","no","telephone","jul",605,1,-1,0,"unknown","no"
35,"blue-collar","married","secondary","no",1287,"yes","no","cellular","jul",330,2,-1,0,"unknown","no"
56,"management","married","unknown","no",353,"no","yes","cellular","jul",171,2,-1,0,"unknown","no"
56,"technician","married","secondary","no",205,"no","yes","cellular","jul",442,2,-1,0,"unknown","no"
49,"entrepreneur","married","secondary","no",687,"yes","no","cellular","apr",772,1,-1,0,"unknown","yes"
38,"unemployed","married","primary","no",1147,"yes","yes","unknown","may",249,5,-1,0,"unknown","no"
35,"management","married","tertiary","no",4286,"yes","no","unknown","may",357,1,-1,0,"unknown","no"
38,"admin.","married","tertiary","no",605,"no","no","cellular","nov",147,2,-1,0,"unknown","no"
49,"blue-collar","married","secondary","no",8545,"yes","yes","cellular","may",199,7,167,1,"failure","no"
55,"management","married","unknown","no",559,"no","no","cellular","jan",271,2,-1,0,"unknown","no"
43,"blue-collar","single","primary","no",2,"yes","no","cellular","jul",783,3,-1,0,"unknown","no"
43,"management","married","tertiary","no",2,"no","yes","cellular","aug",472,2,-1,0,"unknown","no"
25,"admin.","single","tertiary","no",760,"yes","no","cellular","may",223,3,89,2,"failure","yes"
30,"blue-collar","married","primary","no",1317,"yes","no","unknown","may",395,2,-1,0,"unknown","no"
46,"blue-collar","married","secondary","no",182,"no","no","cellular","feb",56,1,-1,0,"unknown","no"
50,"admin.","married","primary","no",276,"no","yes","unknown","jun",641,6,-1,0,"unknown","no"
35,"entrepreneur","married","secondary","no",2971,"no","no","cellular","may",429,4,164,2,"failure","yes"
26,"unemployed","single","secondary","no",1064,"no","no","unknown","may",113,1,-1,0,"unknown","no"
45,"admin.","married","unknown","no",1783,"no","no","unknown","jun",11,11,-1,0,"unknown","no"
37,"blue-collar","married","secondary","no",-67,"no","no","cellular","feb",157,1,-1,0,"unknown","no"
60,"self-employed","single","tertiary","no",179,"no","yes","cellular","jul",79,4,-1,0,"unknown","no"
38,"management","married","tertiary","no",1199,"no","no","cellular","aug",178,1,1,1,"success","yes"
47,"blue-collar","married","primary","no",214,"yes","yes","unknown","jun",168,1,-1,0,"unknown","no"
33,"technician","married","secondary","no",6699,"no","no","cellular","nov",425,1,462,1,"failure","no"
51,"unemployed","married","secondary","no",1760,"no","yes","cellular","nov",162,1,-1,0,"unknown","no"
35,"entrepreneur","single","tertiary","no",145,"yes","no","cellular","jul",799,2,-1,0,"unknown","yes"
35,"unemployed","married","secondary","no",978,"no","no","cellular","dec",1370,3,209,3,"success","yes"
48,"admin.","single","secondary","no",1150,"yes","no","unknown","may",357,1,-1,0,"unknown","no"
37,"admin.","married","secondary","no",121,"no","no","cellular","jul",22,6,-1,0,"unknown","no"
29,"technician","single","tertiary","no",828,"yes","no","cellular","apr",215,3,321,3,"other","no"
34,"admin.","married","secondary","no",244,"yes","no","cellular","jul",56,4,-1,0,"unknown","no"
32,"services","married","primary","no",228,"yes","no","cellular","jul",1017,6,-1,0,"unknown","yes"
30,"management","single","tertiary","no",424,"no","no","cellular","apr",298,4,-1,0,"unknown","yes"
47,"management","divorced","tertiary","no",447,"no","yes","unknown","may",126,1,-1,0,"unknown","no"
33,"blue-collar","married","primary","no",-195,"no","no","unknown","sep",9,1,-1,0,"unknown","no"
33,"management","single","tertiary","no",1410,"yes","no","cellular","feb",8,1,254,5,"failure","no"
63,"retired","married","primary","no",1084,"no","no","cellular","oct",201,1,183,1,"success","no"
51,"self-employed","divorced","primary","no",10924,"no","no","cellular","may",106,2,-1,0,"unknown","no"
41,"management","married","tertiary","no",832,"yes","yes","cellular","nov",164,1,176,1,"failure","no"
56,"retired","married","tertiary","no",478,"no","no","cellular","feb",97,1,-1,0,"unknown","no"
60,"management","single","tertiary","no",0,"no","yes","cellular","jul",151,1,-1,0,"unknown","no"
41,"self-employed","single","tertiary","no",3950,"yes","no","unknown","may",96,2,-1,0,"unknown","no"
37,"management","single","unknown","no",504,"yes","no","cellular","apr",555,1,-1,0,"unknown","no"
36,"blue-collar","single","secondary","no",219,"yes","yes","cellular","may",270,2,347,1,"failure","no"
57,"management","married","tertiary","no",1602,"no","no","cellular","jul",339,3,-1,0,"unknown","no"
55,"management","married","primary","no",2587,"no","no","cellular","sep",328,2,94,2,"success","yes"
44,"admin.","married","secondary","no",0,"yes","yes","unknown","may",159,1,-1,0,"unknown","no"
47,"self-employed","married","tertiary","no",2303,"yes","no","cellular","may",323,2,364,1,"failure","no"
31,"blue-collar","married","secondary","no",1660,"yes","no","cellular","apr",342,1,-1,0,"unknown","no"
35,"management","married","tertiary","yes",32,"yes","no","cellular","nov",180,1,-1,0,"unknown","no"
39,"management","married","tertiary","no",278,"no","yes","cellular","jul",60,3,-1,0,"unknown","no"
50,"management","married","tertiary","no",4,"no","no","cellular","nov",223,1,96,2,"failure","no"
29,"management","married","tertiary","no",318,"yes","no","cellular","may",1434,2,356,4,"failure","no"
30,"services","single","secondary","no",209,"yes","no","unknown","may",30,2,-1,0,"unknown","no"
46,"services","married","secondary","no",271,"yes","no","unknown","may",134,4,-1,0,"unknown","no"
27,"management","single","unknown","no",3196,"no","no","cellular","feb",10,2,-1,0,"unknown","no"
48,"admin.","divorced","secondary","no",4099,"no","no","cellular","apr",397,2,-1,0,"unknown","yes"
26,"student","single","secondary","no",2572,"yes","no","cellular","may",620,1,-1,0,"unknown","no"
36,"management","single","tertiary","no",339,"no","no","cellular","nov",6,6,-1,0,"unknown","no"
42,"blue-collar","married","primary","no",0,"yes","yes","cellular","may",209,2,-1,0,"unknown","no"
50,"housemaid","married","primary","no",395,"yes","no","unknown","may",419,2,-1,0,"unknown","no"
49,"blue-collar","married","secondary","no",2039,"yes","no","cellular","nov",283,2,-1,0,"unknown","no"
45,"management","married","tertiary","no",5450,"no","no","cellular","aug",188,2,-1,0,"unknown","no"
23,"student","single","secondary","no",780,"no","no","cellular","sep",267,1,-1,0,"unknown","no"
38,"technician","single","secondary","no",0,"yes","no","cellular","apr",196,2,-1,0,"unknown","no"
32,"management","single","tertiary","no",8436,"yes","no","cellular","apr",245,1,149,2,"failure","no"
60,"technician","single","primary","no",11262,"no","no","cellular","aug",323,1,-1,0,"unknown","yes"
30,"entrepreneur","married","secondary","no",946,"yes","no","cellular","nov",1065,1,183,1,"other","no"
58,"housemaid","married","tertiary","no",497,"no","no","unknown","jun",138,5,-1,0,"unknown","no"
60,"retired","married","primary","no",55,"no","no","cellular","jun",207,1,-1,0,"unknown","no"
38,"services","married","secondary","no",-140,"no","no","unknown","jun",456,3,-1,0,"unknown","no"
51,"technician","married","secondary","no",-379,"yes","no","cellular","aug",261,1,-1,0,"unknown","no"
42,"admin.","married","secondary","no",-396,"yes","no","cellular","may",80,1,308,4,"failure","no"
30,"services","single","secondary","no",0,"yes","no","cellular","may",131,6,363,9,"failure","no"
40,"management","married","primary","no",733,"yes","no","unknown","jun",94,7,-1,0,"unknown","no"
37,"management","married","tertiary","no",393,"yes","no","cellular","may",567,3,275,4,"failure","yes"
53,"technician","divorced","primary","no",7290,"yes","no","unknown","may",153,1,-1,0,"unknown","no"
27,"services","single","secondary","no",468,"yes","no","cellular","may",109,1,-1,0,"unknown","no"
39,"blue-collar","married","secondary","no",0,"yes","no","cellular","apr",53,1,325,1,"failure","no"
39,"blue-collar","married","primary","no",3705,"yes","no","unknown","jun",77,1,-1,0,"unknown","no"
59,"retired","married","tertiary","no",9676,"no","no","telephone","mar",234,2,-1,0,"unknown","yes"
37,"services","married","secondary","no",1328,"yes","no","telephone","may",121,2,341,4,"failure","no"
41,"blue-collar","married","primary","no",8,"yes","no","cellular","jul",155,2,-1,0,"unknown","no"
45,"blue-collar","married","primary","no",61,"no","no","cellular","apr",108,1,-1,0,"unknown","no"
48,"management","married","tertiary","no",6613,"no","no","unknown","jun",159,3,-1,0,"unknown","no"
48,"technician","married","secondary","no",302,"yes","no","unknown","may",208,3,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",1005,"no","no","cellular","may",215,1,-1,0,"unknown","no"
35,"services","married","secondary","no",109,"yes","no","unknown","may",597,3,-1,0,"unknown","no"
33,"management","single","tertiary","no",1240,"yes","no","cellular","feb",505,2,260,1,"other","no"
28,"blue-collar","single","primary","no",0,"yes","yes","unknown","jun",380,4,-1,0,"unknown","no"
64,"retired","married","unknown","no",2923,"no","no","cellular","mar",120,1,-1,0,"unknown","no"
35,"technician","married","secondary","no",0,"no","no","cellular","aug",106,4,-1,0,"unknown","no"
33,"blue-collar","married","secondary","no",43,"yes","no","cellular","may",332,2,358,2,"failure","no"
41,"technician","married","secondary","no",288,"yes","no","unknown","may",221,4,-1,0,"unknown","no"
34,"admin.","married","secondary","no",613,"yes","no","cellular","jun",80,1,-1,0,"unknown","no"
37,"technician","single","tertiary","no",6101,"no","no","cellular","may",60,5,87,1,"success","no"
38,"blue-collar","married","primary","no",168,"yes","yes","telephone","may",212,3,-1,0,"unknown","no"
39,"blue-collar","married","primary","no",7685,"yes","no","cellular","apr",493,3,-1,0,"unknown","no"
35,"technician","divorced","tertiary","no",4515,"yes","no","cellular","nov",98,2,-1,0,"unknown","no"
28,"blue-collar","single","secondary","no",517,"no","yes","cellular","jul",681,1,-1,0,"unknown","yes"
27,"blue-collar","single","secondary","no",148,"no","no","cellular","jul",203,1,-1,0,"unknown","no"
48,"retired","married","primary","yes",-285,"no","yes","cellular","nov",157,1,-1,0,"unknown","no"
50,"blue-collar","married","secondary","no",887,"no","no","unknown","jun",287,1,-1,0,"unknown","no"
45,"self-employed","married","secondary","no",3098,"yes","no","cellular","aug",159,2,-1,0,"unknown","no"
41,"technician","married","tertiary","no",744,"yes","no","unknown","may",125,1,-1,0,"unknown","no"
39,"technician","married","secondary","no",130,"no","no","cellular","jul",202,2,-1,0,"unknown","no"
44,"management","married","secondary","no",438,"yes","no","telephone","may",37,3,303,1,"failure","no"
54,"admin.","married","secondary","no",0,"no","no","cellular","jan",161,1,98,2,"failure","yes"
49,"management","married","tertiary","no",322,"no","no","cellular","aug",72,4,-1,0,"unknown","no"
34,"blue-collar","single","secondary","no",186,"no","no","cellular","feb",342,1,-1,0,"unknown","no"
75,"retired","divorced","tertiary","no",3810,"yes","no","cellular","nov",262,1,183,1,"failure","yes"
42,"management","married","tertiary","no",0,"no","no","cellular","aug",325,2,-1,0,"unknown","no"
53,"blue-collar","married","secondary","no",4380,"no","no","telephone","aug",223,7,-1,0,"unknown","no"
49,"management","divorced","tertiary","no",755,"no","no","cellular","jul",1212,4,-1,0,"unknown","yes"
31,"services","single","secondary","no",2070,"no","no","cellular","aug",319,2,-1,0,"unknown","no"
45,"blue-collar","single","primary","no",999,"no","no","cellular","jan",182,2,-1,0,"unknown","no"
39,"self-employed","married","secondary","no",167,"yes","yes","cellular","jul",330,1,-1,0,"unknown","no"
46,"technician","married","secondary","no",1322,"yes","yes","cellular","nov",514,1,-1,0,"unknown","no"
42,"admin.","divorced","secondary","no",1076,"yes","no","unknown","may",213,1,-1,0,"unknown","no"
37,"management","married","tertiary","no",502,"yes","no","cellular","may",551,1,351,1,"failure","no"
26,"technician","single","tertiary","no",1216,"yes","no","cellular","apr",472,2,-1,0,"unknown","no"
37,"management","single","tertiary","no",876,"yes","no","cellular","apr",140,4,327,2,"failure","no"
36,"services","single","secondary","no",342,"yes","no","unknown","may",142,1,-1,0,"unknown","no"
29,"blue-collar","single","primary","no",950,"yes","no","unknown","jun",135,3,-1,0,"unknown","no"
36,"blue-collar","married","primary","no",973,"yes","yes","unknown","may",293,1,-1,0,"unknown","no"
26,"technician","married","tertiary","no",3825,"yes","no","unknown","may",107,1,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",2366,"yes","no","unknown","may",127,2,-1,0,"unknown","no"
40,"management","married","tertiary","no",542,"yes","no","cellular","nov",1816,1,-1,0,"unknown","no"
53,"management","married","primary","no",995,"no","no","cellular","feb",200,3,-1,0,"unknown","no"
29,"management","married","tertiary","no",20,"yes","no","cellular","may",418,1,-1,0,"unknown","no"
34,"technician","single","tertiary","no",228,"yes","no","cellular","jul",387,4,-1,0,"unknown","no"
43,"blue-collar","married","secondary","no",130,"no","no","cellular","may",156,1,337,3,"failure","no"
56,"management","married","tertiary","no",217,"no","yes","cellular","jul",121,2,-1,0,"unknown","no"
55,"entrepreneur","divorced","tertiary","no",0,"no","no","unknown","jun",108,2,-1,0,"unknown","no"
31,"self-employed","married","tertiary","no",259,"yes","no","cellular","may",47,1,-1,0,"unknown","no"
27,"admin.","single","secondary","no",619,"yes","no","cellular","apr",16,5,322,4,"other","no"
36,"management","married","secondary","no",644,"yes","no","cellular","nov",54,2,-1,0,"unknown","no"
44,"management","married","tertiary","no",22,"yes","no","cellular","aug",265,2,-1,0,"unknown","no"
37,"admin.","divorced","tertiary","no",4303,"yes","no","unknown","may",168,1,-1,0,"unknown","no"
30,"admin.","single","secondary","no",239,"yes","no","cellular","may",115,3,-1,0,"unknown","no"
42,"technician","single","secondary","no",275,"no","no","cellular","aug",31,8,-1,0,"unknown","no"
30,"management","married","tertiary","no",1221,"yes","no","telephone","jul",279,4,-1,0,"unknown","yes"
62,"retired","married","secondary","no",816,"no","no","cellular","sep",28,2,-1,0,"unknown","no"
24,"blue-collar","married","secondary","no",1222,"yes","no","cellular","apr",369,1,-1,0,"unknown","no"
31,"technician","married","secondary","no",2363,"yes","no","unknown","may",247,1,-1,0,"unknown","no"
66,"retired","married","tertiary","no",2262,"no","no","cellular","apr",155,1,-1,0,"unknown","no"
47,"admin.","married","secondary","no",2,"no","no","cellular","jul",89,1,-1,0,"unknown","no"
39,"entrepreneur","married","tertiary","no",2,"yes","no","cellular","nov",180,1,-1,0,"unknown","no"
35,"technician","married","secondary","no",4508,"yes","no","cellular","nov",854,1,-1,0,"unknown","yes"
35,"admin.","divorced","secondary","no",-402,"yes","no","cellular","apr",46,1,-1,0,"unknown","no"
